1	1	2.6158581e-06
2	1	5.2216441e-06
3	1	7.8073223e-06
4	1	1.0362929e-05
5	1	1.2878608e-05
6	1	1.5344649e-05
7	1	1.7751518e-05
8	1	2.0089896e-05
9	1	2.2350714e-05
10	1	2.4525183e-05
11	1	2.6604829e-05
12	1	2.8581527e-05
13	1	3.0447529e-05
14	1	3.2195498e-05
15	1	3.3818531e-05
16	1	3.5310196e-05
17	1	3.6664549e-05
18	1	3.7876166e-05
19	1	3.8940163e-05
20	1	3.9852218e-05
21	1	4.0608591e-05
22	1	4.1206144e-05
23	1	4.1642353e-05
24	1	4.1915323e-05
25	1	4.20238e-05
26	1	4.1967181e-05
27	1	4.1745517e-05
28	1	4.1359518e-05
29	1	4.0810556e-05
30	1	4.010066e-05
31	1	3.9232515e-05
32	1	3.8209452e-05
33	1	3.7035439e-05
34	1	3.5715068e-05
35	1	3.425354e-05
36	1	3.2656644e-05
37	1	3.0930738e-05
38	1	2.9082724e-05
39	1	2.7120021e-05
40	1	2.5050537e-05
41	1	2.2882634e-05
42	1	2.0625099e-05
43	1	1.8287103e-05
44	1	1.5878167e-05
45	1	1.3408118e-05
46	1	1.0887051e-05
47	1	8.3252838e-06
48	1	5.7333139e-06
49	1	3.1217727e-06
50	1	5.0138026e-07
51	1	-2.117102e-06
52	1	-4.7229174e-06
53	1	-7.3053608e-06
54	1	-9.8538255e-06
55	1	-1.2357849e-05
56	1	-1.4807158e-05
57	1	-1.7191714e-05
58	1	-1.9501757e-05
59	1	-2.1727843e-05
60	1	-2.3860892e-05
61	1	-2.589222e-05
62	1	-2.7813578e-05
63	1	-2.9617188e-05
64	1	-3.1295773e-05
65	1	-3.2842587e-05
66	1	-3.4251446e-05
67	1	-3.5516744e-05
68	1	-3.6633487e-05
69	1	-3.75973e-05
70	1	-3.8404452e-05
71	1	-3.9051865e-05
72	1	-3.9537124e-05
73	1	-3.9858488e-05
74	1	-4.0014891e-05
75	1	-4.0005945e-05
76	1	-3.9831939e-05
77	1	-3.9493833e-05
78	1	-3.8993255e-05
79	1	-3.8332487e-05
80	1	-3.7514459e-05
81	1	-3.6542726e-05
82	1	-3.5421459e-05
83	1	-3.4155423e-05
84	1	-3.2749953e-05
85	1	-3.1210936e-05
86	1	-2.9544782e-05
87	1	-2.7758397e-05
88	1	-2.5859157e-05
89	1	-2.3854874e-05
90	1	-2.1753769e-05
91	1	-1.9564433e-05
92	1	-1.72958e-05
93	1	-1.4957105e-05
94	1	-1.2557854e-05
95	1	-1.0107783e-05
96	1	-7.6168216e-06
97	1	-5.0950556e-06
98	1	-2.552688e-06

1	2	5.2158957e-06
2	2	1.0411708e-05
3	2	1.5567427e-05
4	2	2.0663184e-05
5	2	2.5679328e-05
6	2	3.0596494e-05
7	2	3.5395676e-05
8	2	4.0058291e-05
9	2	4.4566253e-05
10	2	4.8902039e-05
11	2	5.3048755e-05
12	2	5.6990196e-05
13	2	6.0710915e-05
14	2	6.419628e-05
15	2	6.7432532e-05
16	2	7.040684e-05
17	2	7.3107355e-05
18	2	7.5523262e-05
19	2	7.764482e-05
20	2	7.9463414e-05
21	2	8.0971587e-05
22	2	8.2163078e-05
23	2	8.3032857e-05
24	2	8.3577146e-05
25	2	8.3793445e-05
26	2	8.368055e-05
27	2	8.3238562e-05
28	2	8.2468898e-05
29	2	8.1374294e-05
30	2	7.9958795e-05
31	2	7.8227756e-05
32	2	7.6187817e-05
33	2	7.3846891e-05
34	2	7.1214135e-05
35	2	6.8299918e-05
36	2	6.5115784e-05
37	2	6.167441e-05
38	2	5.7989559e-05
39	2	5.4076024e-05
40	2	4.9949571e-05
41	2	4.5626877e-05
42	2	4.112546e-05
43	2	3.6463608e-05
44	2	3.1660305e-05
45	2	2.6735145e-05
46	2	2.1708258e-05
47	2	1.6600217e-05
48	2	1.1431953e-05
49	2	6.224665e-06
50	2	9.9972781e-07
51	2	-4.2214005e-06
52	2	-9.4172716e-06
53	2	-1.456654e-05
54	2	-1.9648057e-05
55	2	-2.4640959e-05
56	2	-2.9524765e-05
57	2	-3.4279456e-05
58	2	-3.888557e-05
59	2	-4.332428e-05
60	2	-4.7577477e-05
61	2	-5.1627847e-05
62	2	-5.5458943e-05
63	2	-5.9055255e-05
64	2	-6.2402273e-05
65	2	-6.5486547e-05
66	2	-6.8295743e-05
67	2	-7.0818688e-05
68	2	-7.3045419e-05
69	2	-7.4967217e-05
70	2	-7.6576639e-05
71	2	-7.7867549e-05
72	2	-7.8835133e-05
73	2	-7.9475917e-05
74	2	-7.9787777e-05
75	2	-7.9769939e-05
76	2	-7.9422979e-05
77	2	-7.8748812e-05
78	2	-7.7750683e-05
79	2	-7.6433145e-05
