1	-1.0441791e-06
2	-1.966079e-06
3	-2.7838552e-06
4	-3.5124042e-06
5	-4.1640493e-06
6	-4.7490607e-06
7	-5.276056e-06
8	-5.7523107e-06
9	-6.1840026e-06
10	-6.5764044e-06
11	-6.9340391e-06
12	-7.2608033e-06
13	-7.5600688e-06
14	-7.8347643e-06
15	-8.0874435e-06
16	-8.3203407e-06
17	-8.535417e-06
18	-8.7343995e-06
19	-8.9188135e-06
20	-9.0900098e-06
21	-9.249188e-06
22	-9.397416e-06
23	-9.5356471e-06
24	-9.6647339e-06
25	-9.7854409e-06
26	-9.8984549e-06
27	-1.0004394e-05
28	-1.0103817e-05
29	-1.0197228e-05
30	-1.0285083e-05
31	-1.0367796e-05
32	-1.0445744e-05
33	-1.051927e-05
34	-1.0588685e-05
35	-1.0654276e-05
36	-1.0716303e-05
37	-1.0775005e-05
38	-1.0830601e-05
39	-1.0883292e-05
40	-1.0933265e-05
41	-1.0980688e-05
42	-1.102572e-05
43	-1.1068506e-05
44	-1.110918e-05
45	-1.1147867e-05
46	-1.1184681e-05
47	-1.1219731e-05
48	-1.1253116e-05
49	-1.1284928e-05
50	-1.1315254e-05
51	-1.1344174e-05
52	-1.1371763e-05
53	-1.1398091e-05
54	-1.1423224e-05
55	-1.1447225e-05
56	-1.1470149e-05
57	-1.1492052e-05
58	-1.1512985e-05
59	-1.1532995e-05
60	-1.1552127e-05
61	-1.1570424e-05
62	-1.1587926e-05
63	-1.160467e-05
64	-1.1620692e-05
65	-1.1636027e-05
66	-1.1650705e-05
67	-1.1664757e-05
68	-1.1678212e-05
69	-1.1691096e-05
70	-1.1703436e-05
71	-1.1715255e-05
72	-1.1726577e-05
73	-1.1737424e-05
74	-1.1747817e-05
75	-1.1757776e-05
76	-1.1767319e-05
77	-1.1776464e-05
78	-1.1785229e-05
79	-1.1793631e-05
80	-1.1801684e-05
81	-1.1809404e-05
82	-1.1816804e-05
83	-1.1823899e-05
84	-1.1830701e-05
85	-1.1837222e-05
86	-1.1843475e-05
87	-1.1849471e-05
88	-1.185522e-05
89	-1.1860732e-05
90	-1.1866018e-05
91	-1.1871087e-05
92	-1.1875948e-05
93	-1.1880609e-05
94	-1.1885079e-05
95	-1.1889366e-05
96	-1.1893478e-05
97	-1.189742e-05
98	-1.1901202e-05
99	-1.1904828e-05
100	-1.1908306e-05
101	-1.1911641e-05
102	-1.191484e-05
103	-1.1917907e-05
104	-1.1920849e-05
105	-1.1923671e-05
106	-1.1926377e-05
107	-1.1928973e-05
108	-1.1931462e-05
109	-1.1933849e-05
110	-1.1936138e-05
