1	-2.105306e-05
2	-2.3005106e-05
3	-2.3252646e-05
4	-2.3271907e-05
5	-2.3274185e-05
6	-2.327456e-05
7	-2.3274636e-05
8	-2.3274656e-05
9	-2.3274662e-05
10	-2.3274665e-05
11	-8.9686078e-06
12	-1.127139e-05
13	-1.2096525e-05
14	-1.2474809e-05
15	-1.2665408e-05
16	-1.2764553e-05
17	-1.2816376e-05
18	-1.2843193e-05
19	-1.2856825e-05
20	-1.2863619e-05
21	-1.2866957e-05
22	-1.2868589e-05
23	-1.2869389e-05
24	-1.2869789e-05
25	-1.2869993e-05
26	-1.2870102e-05
27	-1.2870162e-05
28	-1.2870197e-05
29	-1.2870218e-05
30	-1.2870231e-05
31	-1.287024e-05
32	-1.2870246e-05
33	-1.2870251e-05
34	-1.2870254e-05
35	-1.2870256e-05
36	-1.2870258e-05
37	-1.2870259e-05
38	-1.2870261e-05
39	-4.2584147e-06
40	-7.123519e-06
41	-8.4190571e-06
42	-9.2657688e-06
43	-9.8750878e-06
44	-1.0330273e-05
45	-1.067854e-05
46	-1.0950015e-05
47	-1.1164876e-05
48	-1.1337073e-05
49	-1.1476504e-05
50	-1.1590354e-05
51	-1.1683948e-05
52	-1.1761312e-05
53	-1.1825538e-05
54	-1.1879044e-05
55	-1.192374e-05
56	-1.1961157e-05
57	-1.1992532e-05
58	-1.2018875e-05
59	-1.2041013e-05
60	-1.2059632e-05
61	-1.2075299e-05
62	-1.2088486e-05
63	-1.2099589e-05
64	-1.2108937e-05
65	-1.211681e-05
66	-1.2123438e-05
67	-1.212902e-05
68	-1.213372e-05
69	-1.2137677e-05
70	-1.2141009e-05
71	-1.2143813e-05
72	-1.2146174e-05
73	-1.2148161e-05
74	-1.2149834e-05
75	-1.2151242e-05
76	-1.2152428e-05
77	-1.2153426e-05
78	-1.2154266e-05
79	-1.2154974e-05
80	-1.215557e-05
81	-1.2156072e-05
82	-1.2156495e-05
83	-1.2156851e-05
84	-1.2157152e-05
85	-1.2157406e-05
86	-1.2157619e-05
87	-1.21578e-05
88	-1.2157953e-05
89	-1.2158082e-05
90	-1.2158191e-05
91	-1.2158283e-05
92	-1.2158361e-05
93	-1.2158427e-05
94	-1.2158483e-05
95	-1.2158531e-05
96	-1.2158571e-05
97	-1.2158606e-05
98	-1.2158635e-05
99	-1.215866e-05
100	-1.2158681e-05
101	-1.2158699e-05
102	-1.2158715e-05
103	-1.2158728e-05
104	-1.2158739e-05
105	-1.2158749e-05
106	-1.2158757e-05
107	-1.2158764e-05
108	-1.2158771e-05
109	-1.2158776e-05
110	-1.215878e-05
111	-1.2158784e-05
112	-1.2158788e-05
113	-1.2158791e-05
114	-1.2158793e-05
115	-1.2158796e-05
116	-1.2158798e-05
117	-1.2158799e-05
118	-1.2158801e-05
119	-1.2158802e-05
120	-1.2158803e-05
121	1.0739455e-06
122	-3.8122091e-06
123	-4.9243741e-06
124	-5.5657995e-06
125	-6.0952878e-06
126	-6.5613809e-06
127	-6.9768355e-06
128	-7.3491254e-06
129	-7.6841016e-06
130	-7.9866123e-06
131	-8.2607315e-06
132	-8.5099086e-06
133	-8.7370817e-06
134	-8.9447665e-06
135	-9.1351275e-06
136	-9.3100355e-06
137	-9.4711141e-06
138	-9.6197784e-06
139	-9.7572655e-06
140	-9.8846617e-06
141	-1.0002923e-05
142	-1.0112895e-05
143	-1.0215325e-05
144	-1.0310879e-05
145	-1.0400149e-05
146	-1.0483664e-05
147	-1.0561899e-05
148	-1.063528e-05
149	-1.0704188e-05
150	-1.0768969e-05
151	-1.0829936e-05
152	-1.0887371e-05
153	-1.094153e-05
154	-1.0992647e-05
155	-1.1040934e-05
156	-1.1086585e-05
157	-1.1129777e-05
158	-1.1170674e-05
159	-1.1209422e-05
160	-1.1246161e-05
161	-1.1281015e-05
162	-1.13141e-05
163	-1.1345525e-05
164	-1.1375388e-05
165	-1.1403781e-05
166	-1.143079e-05
167	-1.1456493e-05
168	-1.1480963e-05
169	-1.150427e-05
170	-1.1526477e-05
171	-1.1547644e-05
172	-1.1567827e-05
173	-1.1587076e-05
174	-1.1605442e-05
175	-1.162297e-05
176	-1.1639702e-05
177	-1.1655679e-05
178	-1.1670939e-05
179	-1.1685518e-05
180	-1.1699448e-05
181	-1.1712762e-05
182	-1.1725489e-05
183	-1.1737657e-05
184	-1.1749294e-05
185	-1.1760424e-05
186	-1.177107e-05
187	-1.1781257e-05
188	-1.1791004e-05
189	-1.1800332e-05
190	-1.180926e-05
191	-1.1817807e-05
192	-1.1825989e-05
193	-1.1833824e-05
194	-1.1841326e-05
195	-1.184851e-05
196	-1.1855391e-05
197	-1.1861982e-05
198	-1.1868296e-05
199	-1.1874344e-05
200	-1.1880139e-05
201	-1.1885691e-05
202	-1.1891012e-05
203	-1.189611e-05
204	-1.1900996e-05
205	-1.1905679e-05
206	-1.1910168e-05
207	-1.191447e-05
208	-1.1918593e-05
209	-1.1922546e-05
210	-1.1926336e-05
